"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","stream_order","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","fcode","geometry"
"103","Site-103","Over","Next",-76.351581359459,42.4151260008727,"1",1067943.30406186,9.3637929672536e-07,"None","1","110619","87955966",60000600091800,"04140201001787",NA,NA,1.86552797982,460,46003,"H0414",8,1,1,1.30554335,NA,0,1,250000,"Not_Border","NY","Include","Tompkins","F36109","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.1168,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1865.52797982,46003,c(388794.76714282, 4696753.64672014)
"104","Site-104","Over","Next",-79.620289726701,42.1623169410083,"1",1067943.30406186,9.3637929672536e-07,"None","1","100945","127351952",24000400009100,"05010004000789",NA,NA,1.997188272,460,46006,"H0501",4,1,1,3.53281245,NA,0,1,250000,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010004","French","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",4.49489997,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1997.188272,46006,c(118291.192024458, 4678140.70866015)
"105","Site-105","Over","Next",-74.251020747906,43.6043703817588,"2",1112126.1828005,8.99178542386125e-07,"None","2","340576","47678313",10000700061600,"02020002000656","00970093","East Branch Kunjamuk River",3.13816815286,460,46006,"H0202",4,2,2,5.12541098,NA,0,1,0,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H02","Mid-Atlantic Region","H02020002","Sacandaga","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",5.00320002,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3138.16815286,46006,c(560446.409515059, 4828205.14401846)
"106","Site-106","Over","Next",-74.3404779267701,44.7642716929948,"2",1112126.1828005,8.99178542386125e-07,"None","2","231429","132871607",60000300047600,"04290007000114","00955340","Limekiln Brook",1.98469866627,460,46003,"H0429",8,2,2,5.924533,NA,0,1,1e+06,"Not_Border","NY","Include","Franklin","F36033","Region_02","H04","Great Lakes Region","H04290007","Salmon","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",9.38380007,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1984.69866627,46003,c(552193.137096173, 4956976.05506318)
"107","Site-107","Over","Next",-76.6607497968773,42.9451330403741,"2",1112126.1828005,8.99178542386125e-07,"None","2","209645","87938526",60000600077500,"04140201003441",NA,NA,1.91315839086,460,46006,"H0414",7,2,2,3.89020723,NA,0,1,250000,"Not_Border","NY","Include","Cayuga","F36011","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",8.96320004,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1913.15839086,46006,c(364513.245689455, 4756059.92016861)
"108","Site-108","Over","Next",-73.5154740494013,42.1762818704414,"2",1112126.1828005,8.99178542386125e-07,"None","2","41193","52833757",10000700018200,"02020006005210",NA,NA,1.6690242541,460,46006,"H0202",3,2,2,1.474709,NA,0,1,1e+05,"Not_Border","NY","Include","Columbia","F36021","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.4156,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58b","Western New England Marble Valleys","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1669.0242541,46006,c(622606.372148501, 4670415.47177305)
"109","Site-109","Over","Next",-75.1247843980278,43.6541721244183,"2",1112126.1828005,8.99178542386125e-07,"None","2","207295","131811412",60000600081000,"04140301018260",NA,NA,0.108044961283,460,46006,"H0414",11,2,2,1.1001659,NA,0,1,50000,"Not_Border","NY","Include","Lewis","F36049","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",0.98859998,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",108.044961283,46006,c(489937.594364156, 4833471.23126352)
"110","Site-110","Over","Next",-79.1416404869349,42.146969541278,"2",1112126.1828005,8.99178542386125e-07,"None","2","100279","129443222",24000400025700,"05010002000245",NA,NA,2.01974146464,460,46006,"H0501",5,2,2,4.74917312,NA,0,1,250000,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",6.07489997,"NHD100","Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2019.74146464,46006,c(157759.566505481, 4674402.28377982)
"111","Site-111","Over","Next",-75.5611459054287,42.8044236691919,"2",1112126.1828005,8.99178542386125e-07,"None","2","156372","62618106",10000600116700,"02050102001431",NA,NA,3.199759402,460,46006,"H0205",3,2,2,5.14251403,NA,0,1,250000,"Not_Border","NY","Include","Madison","F36053","Region_02","H02","Mid-Atlantic Region","H02050102","Chenango","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",24.78009988,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3199.759402,46006,c(454117.067366864, 4739249.42524532)
"112","Site-112","Over","Next",-74.2258654840099,42.8067061969208,"2",1112126.1828005,8.99178542386125e-07,"None","2","150272","33520725",10000700013600,"02020005000202","00944526","Bowman Creek",2.76456090981,460,46006,"H0202",4,2,2,2.78899748,NA,0,1,0,"Not_Border","NY","Include","Schenectady","F36093","Region_02","H02","Mid-Atlantic Region","H02020005","Schoharie","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",4.93100002,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2764.56090981,46006,c(563296.008846923, 4739640.7884766)
"113","Site-113","Over","Next",-76.1401095048728,44.1912337615418,"2",1112126.1828005,8.99178542386125e-07,"None","2","322171","131100182",60000300038900,"04290001006452",NA,NA,0.227983403142,460,46006,"H0429",6,2,2,1.426526,NA,0,1,1e+05,"Not_Border","NY","Include","Jefferson","F36045","Region_02","H04","Great Lakes Region","H04290001","Headwaters St. Lawrence River","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.87619998,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",227.983403142,46006,c(408886.660626188, 4893745.04535887)
"114","Site-114","Over","Next",-75.780688081169,43.6745661931387,"2",1112126.1828005,8.99178542386125e-07,"None","2","133377","129633982",60000600091000,"04140102000787",NA,NA,0.587064505528,460,46006,"H0414",10,2,2,3.54394772,NA,0,1,1e+05,"Not_Border","NY","Include","Oswego","F36075","Region_02","H04","Great Lakes Region","H04140102","Salmon-Sandy","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.63179998,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58ae","Tug Hill Plateau","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",587.064505528,46006,c(437067.832655889, 4836024.7412141)
"115","Site-115","Over","Next",-76.7005047729108,42.3438424461643,"2",1112126.1828005,8.99178542386125e-07,"None","2","279552","46457901",10000600067100,"02050103000595",NA,NA,2.317753577,460,46003,"H0205",3,2,2,2.48188953,NA,0,1,250000,"Not_Border","NY","Include","Schuyler","F36097","Region_02","H02","Mid-Atlantic Region","H02050103","Owego-Wappasening","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",4.49,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2317.753577,46003,c(359927.002946917, 4689354.15008751)
"116","Site-116","Over","Next",-74.099818197787,41.4294732704402,"2",1112126.1828005,8.99178542386125e-07,"None","2","34329","37090023",10000700062700,"02020008000489",NA,NA,1.11071019976,460,46006,"H0202",3,2,2,2.003018,NA,0,1,0,"Not_Border","NY","Include","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020008","Hudson-Wappinger","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.36489999,"NHD100","Non-Urban","Urban","Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1110.71019976,46006,c(575213.513242044, 4586825.43012362)
"117","Site-117","Over","Next",-74.9310878096285,43.0930567015343,"2",1112126.1828005,8.99178542386125e-07,"None","2","143673","53528287",10000700039000,"02020004001834",NA,NA,1.24659309384,460,46006,"H0202",5,2,2,2.78244112,NA,0,1,0,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.80459999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1246.59309384,46006,c(505608.435176651, 4771150.97306286)
"118","Site-118","Over","Next",-73.741813596028,44.0988138775243,"2",1112126.1828005,8.99178542386125e-07,"None","2","341515","92073449",60000200116100,"04300108008133",NA,NA,2.12554927228,460,46006,"H0430",6,2,2,7.19239645,NA,0,1,250000,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H04300108","Lake Champlain","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",5.90809998,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2125.54927228,46006,c(600706.676500481, 4883617.51689866)
"119","Site-119","Over","Next",-77.7937912348703,42.2080168204176,"2",1112126.1828005,8.99178542386125e-07,"None","2","110731","84194703",60000700010900,"04130002000384","00962137","Railroad Brook",0.521552392256,460,46006,"H0413",13,2,2,2.44903695,NA,0,1,5e+05,"Not_Border","NY","Include","Allegany","F36003","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.8439,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60e","Glaciated Allegheny Hills","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",521.552392256,46006,c(269370.897070086, 4676651.65285734)
"120","Site-120","Over","Next",-74.5292476940417,41.5627745082335,"2",1112126.1828005,8.99178542386125e-07,"None","2","71131","26182392",10000200134600,"02040104001247",NA,NA,1.3830460861,460,46006,"H0204",5,2,2,2.71535658,NA,0,1,1e+06,"Not_Border","NY","Include","Sullivan","F36105","Region_02","H02","Mid-Atlantic Region","H02040104","Middle Delaware-Mongaup-Brodhead","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.596,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"62b","Low Poconos","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1383.0460861,46006,c(539252.380026653, 4601340.41612277)
"121","Site-121","Over","Next",-74.7467991466015,43.8740509604909,"2",1112126.1828005,8.99178542386125e-07,"None","2","322883","167298368",60000600068300,"04140301016204",NA,NA,0.771787798041,460,46006,"H0414",11,2,2,9.71274571,NA,0,1,250000,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",9.11760007,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",771.787798041,46006,c(520343.05000659, 4857915.26694989)
"122","Site-122","Over","Next",-78.4511539571991,42.3979890160328,"2",1112126.1828005,8.99178542386125e-07,"None","2","106705","112351401",24000400028400,"05010001001279",NA,NA,1.12684926607,460,46003,"H0501",4,2,2,1.3539571,NA,0,1,250000,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",1.91509997,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1126.84926607,46003,c(215955.703583725, 4699737.84022294)
"123","Site-123","Over","Next",-78.7697366290279,43.1831762459383,"2",1112126.1828005,8.99178542386125e-07,"None","2","165883","124606441",60000700010400,"04130001000956",NA,NA,2.80304481216,460,46003,"H0413",10,2,2,2.00381708,NA,0,1,1e+05,"Not_Border","NY","Include","Niagara","F36063","Region_02","H04","Great Lakes Region","H04130001","Oak Orchard-Twelvemile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",4.49389996,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2803.04481216,46003,c(193635.021267526, 4788058.78026275)
"124","Site-124","Over","Next",-74.4827015349273,42.4091756060517,"2",1112126.1828005,8.99178542386125e-07,"None","2","72888","33526365",10000700069400,"02020005001672",NA,NA,4.22837701559,460,46006,"H0202",4,2,2,4.24615688,NA,0,1,0,"Not_Border","NY","Include","Schoharie","F36095","Region_02","H02","Mid-Atlantic Region","H02020005","Schoharie","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",7.20800005,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",4228.37701559,46006,c(542565.928334148, 4695337.74413745)
"125","Site-125","Over","Next",-75.5392748940002,43.0589725050106,"2",1112126.1828005,8.99178542386125e-07,"None","2","195681","124497262",60000600094600,"04140202001393",NA,NA,2.6539859236,460,46006,"H0414",8,2,2,2.05291834,NA,0,1,1e+05,"Not_Border","NY","Include","Oneida","F36065","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.73080003,"NHD100","Urban","Non-Urban","Non-Urban",116,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2653.9859236,46006,c(456086.607795951, 4767504.72516283)
"126","Site-126","Over","Next",-78.9969798545759,42.049924880354,"2",1112126.1828005,8.99178542386125e-07,"None","2","104055","112363991",24000400033800,"05010001001100","00944421","Bone Run",0.689046265635,460,46006,"H0501",3,2,2,16.72196821,NA,0,1,2e+06,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",21.68589996,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",689.046265635,46006,c(169210.561903193, 4663053.89739896)
"127","Site-127","Over","Next",-75.2625234144604,41.9727996040242,"2",1112126.1828005,8.99178542386125e-07,"None","2","52975","25531974",10000200110400,"02040102000183","00965549","Snake Creek",2.3853565507,460,46006,"H0204",3,2,2,2.59679698,NA,0,1,0,"Not_Border","NY","Include","Delaware","F36025","Region_02","H02","Mid-Atlantic Region","H02040102","East Branch Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.6471,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2385.3565507,46006,c(478249.17049312, 4646789.52854346)
"128","Site-128","Over","Next",-74.6564899452056,42.8427809192806,"2",1112126.1828005,8.99178542386125e-07,"None","2","132223","53537521",10000700029800,"02020004001132",NA,NA,0.470653768698,460,46006,"H0202",4,2,2,4.26585574,NA,0,1,0,"Not_Border","NY","Include","Montgomery","F36057","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",6.96990003,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",470.653768698,46006,c(528070.231822527, 4743413.34387041)
"129","Site-129","Over","Next",-76.5281986052376,42.3363205305602,"3",978200.561135468,1.02228524469382e-06,"None","3","114327","87957528",60000600069500,"04140201000276","00946084","Cayuga Inlet",0.920748090295,460,46006,"H0414",6,3,3,12.10894393,NA,0,1,5e+05,"Not_Border","NY","Include","Tompkins","F36109","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",21.30039994,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",920.748090295,46006,c(374105.434622985, 4688249.47942399)
"130","Site-130","Over","Next",-74.6578572248453,44.0170486598825,"3",978200.561135468,1.02228524469382e-06,"None","3","321591","132430475",60000300030000,"04290005000669",NA,NA,0.653788836148,558,55800,"H0429",7,3,3,16.214691,"132436489",0,1,5e+05,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H04","Great Lakes Region","H04290005","Raquette","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",22.22840002,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",653.788836148,55800,c(527423.142580042, 4873823.29642918)
"131","Site-131","Over","Next",-74.0727130000997,43.080276693498,"3",978200.561135468,1.02228524469382e-06,"None","3","155068","167311356",10000700072600,"02020002000175","00942280","Alder Creek",1.13666468932,460,46006,"H0202",3,3,3,22.75609486,NA,0,1,0,"Not_Border","NY","Include","Saratoga","F36091","Region_02","H02","Mid-Atlantic Region","H02020002","Sacandaga","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",27.51210001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1136.66468932,46006,c(575483.391143066, 4770146.67150385)
"132","Site-132","Over","Next",-74.6749579807611,42.1914114880756,"3",978200.561135468,1.02228524469382e-06,"None","3","73511","EECE8186-053E-49D5-B5CA-2CFE50BA8749",10000200016800,"02040102012552",NA,NA,0.104704342892,460,46000,"H0204",3,3,3,1.180675,NA,0,1,0,"Not_Border","NY","Include","Delaware","F36025","Region_02","H02","Mid-Atlantic Region","H02040102","East Branch Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.01589999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",104.704342892,46000,c(526838.396732304, 4671079.90717129)
"133","Site-133","Over","Next",-78.3798439945352,42.8374697692986,"3",978200.561135468,1.02228524469382e-06,"None","3","184381","108909411",60001100026200,"04120103000434","00949974","Fenton Creek",3.64693558658,460,46006,"H0412",8,3,3,4.92746333,NA,0,1,250000,"Not_Border","NY","Include","Wyoming","F36121","Region_02","H04","Great Lakes Region","H04120103","Buffalo-Eighteenmile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",8.7504,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60f","Cattaraugus Hills","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",3646.93558658,46006,c(223777.178848173, 4748309.09659382)
"134","Site-134","Over","Next",-74.4437577280815,43.5974161539855,"3",978200.561135468,1.02228524469382e-06,"None","3","305616","89358335",10000700040800,"02020001000251","00957056","Miami River",0.314345866558,460,46006,"H0202",3,3,3,33.05798146,NA,0,1,0,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",29.85689995,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",314.345866558,46006,c(544896.703597851, 4827310.60819994)
"135","Site-135","Over","Next",-77.9731752957627,42.9766826022671,"3",978200.561135468,1.02228524469382e-06,"None","3","186809","42139819",60000700013000,"04130003000389",NA,NA,2.22810821295,460,46006,"H0413",4,3,3,3.034206,NA,0,1,250000,"Not_Border","NY","Include","Genesee","F36037","Region_02","H04","Great Lakes Region","H04130003","Lower Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",6.48000001,"NHD100","Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2228.10821295,46006,c(257561.920041134, 4762515.52606306)
"136","Site-136","Over","Next",-75.8249580361813,42.0526710560817,"3",978200.561135468,1.02228524469382e-06,"None","3","85675","43486345",10000600056600,"02050101001899","00945840","Carlin Creek",3.49685726148,460,46006,"H0205",2,3,3,4.35517715,NA,0,1,250000,"Not_Border","NY","Include","Broome","F36007","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",7.9175,"NHD100","Urban","Urban","Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",3496.85726148,46006,c(431735.061250862, 4655953.44880944)
"137","Site-137","Over","Next",-79.3716555425244,42.2112332754937,"3",978200.561135468,1.02228524469382e-06,"None","3","105378","129442770",24000400002900,"05010002000292","00943648","Bemus Creek",0.602443445623,460,46006,"H0501",6,3,3,5.18040009,NA,0,1,250000,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",6.2059,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",602.443445623,46006,c(139115.283618998, 4682489.18727144)
