"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","geometry","fcode","stream_order"
"310","Site-310","Over","Next",-74.7402627379151,43.1460664051891,"3",975153.20736246,1.02547988608348e-06,"None","139535","53525909",10000700010400,"02020004002002",NA,NA,1.32695388112,460,46006,"H0202",4,3,3,14.11922167,NA,0,1,0,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",16.29959997,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1326.95388112,c(521120.543285446, 4777068.16800376),46006,3
"311","Site-311","Over","Next",-75.0510915901519,42.8003053900468,"3",975153.20736246,1.02547988608348e-06,"None","126584","43469851",10000600029100,"02050101001381","00952624","Herkimer Creek",2.22189529742,460,46006,"H0205",3,3,3,12.53983715,NA,0,1,5e+05,"Not_Border","NY","Include","Otsego","F36077","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",17.59499995,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2221.89529742,c(495822.147977777, 4738640.70318181),46006,3
"312","Site-312","Over","Next",-78.9777156332705,42.3972097230852,"3",975153.20736246,1.02547988608348e-06,"None","99646","129443468",24000400026500,"05010002000826",NA,NA,1.04764258467,334,33400,"H0501",7,3,3,1.2385314,NA,0,1,50000,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",2.20889998,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1047.64258467,c(172607.483882004, 4701548.67308419),33400,3
"313","Site-313","Over","Next",-74.9638505538137,43.2051630482387,"3",975153.20736246,1.02547988608348e-06,"None","247293","53523605",10000700029300,"02020004001790","00949794","Factory Brook",1.88861440172,460,46006,"H0202",4,3,3,5.66238031,NA,0,1,0,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",5.97180003,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1888.61440172,c(502936.659471358, 4783598.84781687),46006,3
"314","Site-314","Over","Next",-74.0105843833817,42.2524774367536,"3",975153.20736246,1.02547988608348e-06,"None","93249","52831175",10000700005400,"02020006000486","00954722","Kiskatom Brook",1.15926312281,460,46006,"H0202",5,3,3,14.72387824,NA,0,1,1e+06,"Not_Border","NY","Include","Greene","F36039","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",18.4948,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1159.26312281,c(581616.734749981, 4678282.98967431),46006,3
"315","Site-315","Over","Next",-73.9384124845348,41.2695059496505,"3",975153.20736246,1.02547988608348e-06,"None","109426","55500175",10000100066600,"02030101006288","00948438","Dickey Brook",1.25385195599,460,46006,"H0203",2,3,3,5.48498518,NA,0,1,0,"Not_Border","NY","Include","Westchester","F36119","Region_02","H02","Mid-Atlantic Region","H02030101","Lower Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",7.46820005,"NHD100","Urban","Urban","Urban",118,"59c","Southern New England Coastal Plains and Hills","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1253.85195599,c(588917.148024739, 4569218.85281793),46006,3
"316","Site-316","Over","Next",-78.8262524079105,42.478574020415,"3",975153.20736246,1.02547988608348e-06,"None","115559","87206814",60001100022900,"04120102001197",NA,NA,1.81190724888,460,46003,"H0412",9,3,3,1.12190046,NA,0,1,1e+05,"Not_Border","NY","Include","Erie","F36029","Region_02","H04","Great Lakes Region","H04120102","Cattaraugus","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.74890001,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60f","Cattaraugus Hills","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1811.90724888,c(185483.457429557, 4710011.54785404),46003,3
"317","Site-317","Over","Next",-76.3759343613249,43.1281733151408,"3",975153.20736246,1.02547988608348e-06,"None","168571","87932968",60000600066600,"04140201003307","00948121","Dead Creek",1.70391869425,460,46006,"H0414",6,3,3,18.77316667,NA,0,1,2e+06,"Not_Border","NY","Include","Onondaga","F36067","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",49.34760001,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1703.91869425,c(388082.532404376, 4775967.15976992),46006,3
"318","Site-318","Over","Next",-74.579961678885,42.6889017556138,"3",975153.20736246,1.02547988608348e-06,"None","153460","33522181",10000700020700,"02020005000596",NA,NA,1.39624589107,460,46006,"H0202",6,3,3,4.80557111,NA,0,1,0,"Not_Border","NY","Include","Schoharie","F36095","Region_02","H02","Mid-Atlantic Region","H02020005","Schoharie","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",8.0204,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1396.24589107,c(534408.874650596, 4726354.32418493),46006,3
"319","Site-319","Over","Next",-73.7299350208006,41.7912790148,"3",975153.20736246,1.02547988608348e-06,"None","67315","37082903",10000700045800,"02020008000106","00949022","East Branch Wappinger Creek",3.40614390409,460,46006,"H0202",3,3,3,28.26772495,NA,0,1,0,"Not_Border","NY","Include","Dutchess","F36027","Region_02","H02","Mid-Atlantic Region","H02020008","Hudson-Wappinger","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",45.03789992,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58x","Taconic Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",3406.14390409,c(605527.770461416, 4627382.11205253),46006,3
"320","Site-320","Over","Next",-77.5608666620062,42.9479978755158,"3",975153.20736246,1.02547988608348e-06,"None","244919","42140481",60000700001700,"04130003001064",NA,NA,0.325566710909,460,46006,"H0413",12,3,3,6.16196318,NA,0,1,5e+05,"Not_Border","NY","Include","Monroe","F36055","Region_02","H04","Great Lakes Region","H04130003","Lower Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",16.13570004,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",325.566710909,c(291086.946675263, 4758222.15386134),46006,3
"321","Site-321","Over","Next",-74.097187457591,44.6757145971029,"3",975153.20736246,1.02547988608348e-06,"None","239781","132875524",60000300050800,"04290007000021","00964319","Salmon River",0.893099621375,558,55800,"H0429",5,3,3,34.661931,"132876348",0,1,1e+06,"Not_Border","NY","Include","Franklin","F36033","Region_02","H04","Great Lakes Region","H04290007","Salmon","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",52.85180001,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",893.099621375,c(571555.703617474, 4947323.81736447),55800,3
"322","Site-322","Over","Next",-73.2891527370632,43.0906857328286,"3",975153.20736246,1.02547988608348e-06,"None","133325","{018DABDE-3323-47C2-B8DE-2562C1B6EE8E}",10000700037800,"02020003000395",NA,NA,3.31793516415,460,46006,"H0202",3,3,3,11.36681738,NA,0,1,250000,"Not_Border","NY","Include","Washington","F36115","Region_02","H02","Mid-Atlantic Region","H02020003","Hudson-Hoosic","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",13.13850005,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58a","Taconic Mountains","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",3317.93516415,c(639244.499541273, 4772305.8131643),46006,3
"323","Site-323","Over","Next",-75.4967105154768,42.0587343612533,"3",975153.20736246,1.02547988608348e-06,"None","56734","5F5D7E07-5B2D-4C21-B78B-A922120060DB",10000200089400,"02040101000243","00956552","Marsh Creek",0.76377796797,460,46006,"H0204",4,3,3,16.33439385,NA,0,1,1e+06,"Not_Border","NY","Include","Broome","F36007","Region_02","H02","Mid-Atlantic Region","H02040101","Upper Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",23.89919995,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60b","Delaware-Neversink Highlands","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",763.77796797,c(458901.413107212, 4656416.80773463),46006,3
"324","Site-324","Over","Next",-77.7598949748222,42.6530422999092,"3",975153.20736246,1.02547988608348e-06,"None","161107","84183329",60000700001300,"04130002001162",NA,NA,0.554842095707,460,46003,"H0413",12,3,3,2.39796233,NA,0,1,250000,"Not_Border","NY","Include","Livingston","F36051","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",6.96930003,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",554.842095707,c(273776.6320872, 4725980.07572717),46003,3
"325","Site-325","Over","Next",-75.2649486166784,44.1344354583392,"3",975153.20736246,1.02547988608348e-06,"None","170238","149919253",60000300015100,"04290003006921","00977032","South Creek",0.958892323186,460,46006,"H0429",7,3,3,11.574588,NA,0,1,1e+06,"Not_Border","NY","Include","Lewis","F36049","Region_02","H04","Great Lakes Region","H04290003","Oswegatchie","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",18.25629998,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",958.892323186,c(478806.000328828, 4886838.59038404),46006,3
"326","Site-326","Over","Next",-74.3890479577389,43.5662024008997,"3",975153.20736246,1.02547988608348e-06,"None","142563","89358809",10000700041300,"02020001000514","00971065","Whitaker Lake Outlet",0.585028765936,460,46006,"H0202",3,3,3,8.92763363,NA,0,1,0,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",9.58920008,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",585.028765936,c(549338.056430289, 4823875.02774772),46006,3
"327","Site-327","Over","Next",-75.0776411020431,42.6332618569492,"3",975153.20736246,1.02547988608348e-06,"None","156043","43474647",10000600102700,"02050101001994","00969130","West Branch Otego Creek",2.11539836359,460,46006,"H0205",3,3,3,11.40605668,NA,0,1,1e+06,"Not_Border","NY","Include","Otsego","F36077","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",17.57760011,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2115.39836359,c(493634.094775669, 4720093.37966158),46006,3
"328","Site-328","Over","Next",-79.3068246016533,42.3258266474946,"3",975153.20736246,1.02547988608348e-06,"None","97742","129441834",24000400017700,"05010002000078","00945972","Cassadaga Creek",0.5236274603,460,46006,"H0501",4,3,3,16.47200261,NA,0,1,250000,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",21.12739994,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",523.6274603,c(145112.829268267, 4694943.50816937),46006,3
"329","Site-329","Over","Next",-75.4183169299999,43.3670089938786,"3",975153.20736246,1.02547988608348e-06,"None","149563","53519131",10000700067500,"02020004002321","00942093","Haynes Brook",2.07842300515,460,46006,"H0202",6,3,3,9.20632455,NA,0,1,0,"Not_Border","NY","Include","Oneida","F36065","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",8.78900003,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58af","Tug Hill Transition","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2078.42300515,c(466107.295096529, 4801656.79187488),46006,3
"330","Site-330","Over","Next",-74.1291641221201,42.3782296956914,"3",975153.20736246,1.02547988608348e-06,"None","120105","52827235",10000700072200,"02020006000551",NA,NA,4.06415819043,460,46006,"H0202",4,3,3,9.59382009,NA,0,1,5e+05,"Not_Border","NY","Include","Greene","F36039","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",15.02410006,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",4064.15819043,c(571692.150236622, 4692139.26097504),46006,3
"331","Site-331","Over","Next",-74.1728337808914,41.9059327181511,"3",975153.20736246,1.02547988608348e-06,"None","48904","52842839",10000700052500,"02020006000468",NA,NA,1.20866708743,460,46006,"H0202",3,3,3,7.86794376,NA,0,1,5e+05,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",9.5491,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1208.66708743,c(568604.999271982, 4639662.90083944),46006,3
"332","Site-332","Over","Next",-78.5114034302779,43.2157464767742,"3",975153.20736246,1.02547988608348e-06,"None","231476","124598773",60000700001800,"04130001005277","00954118","Johnson Creek",0.988669693496,460,46006,"H0413",8,3,3,5.86424007,NA,0,1,250000,"Not_Border","NY","Include","Niagara","F36063","Region_02","H04","Great Lakes Region","H04130001","Oak Orchard-Twelvemile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",12.88529992,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",988.669693496,c(214783.35474601, 4790761.99493574),46006,3
"333","Site-333","Over","Next",-76.0820283846659,43.4835741003153,"3",975153.20736246,1.02547988608348e-06,"None","222788","129634382",60000600061900,"04140102000907","00958703","North Branch Grindstone Creek",2.02274316673,460,46006,"H0414",7,3,3,28.20383423,NA,0,1,5e+05,"Not_Border","NY","Include","Oswego","F36075","Region_02","H04","Great Lakes Region","H04140102","Salmon-Sandy","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",32.35299996,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2022.74316673,c(412500.147535989, 4815085.74777159),46006,3
"334","Site-334","Over","Next",-73.3666466521299,42.6671246600669,"3",975153.20736246,1.02547988608348e-06,"None","152301","50519127",10000700047300,"02020003000046","00970300","Little Hoosic River",1.52912431504,460,46006,"H0202",3,3,3,23.03333013,NA,0,1,1e+06,"Not_Border","NY","Include","Rensselaer","F36083","Region_02","H02","Mid-Atlantic Region","H02020003","Hudson-Hoosic","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",29.39750006,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58a","Taconic Mountains","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1529.12431504,c(633849.861256082, 4725143.84375818),46006,3
"335","Site-335","Over","Next",-73.7202526294621,41.5869046578075,"3",975153.20736246,1.02547988608348e-06,"None","30121","37087165",10000700007400,"02020008003851","00950752","Frog Hollow Brook",0.646673350171,460,46006,"H0202",3,3,3,6.15202209,NA,0,1,0,"Not_Border","NY","Include","Dutchess","F36027","Region_02","H02","Mid-Atlantic Region","H02020008","Hudson-Wappinger","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",8.19309992,"NHD100","Urban","Urban","Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",646.673350171,c(606669.416469965, 4604703.1618267),46006,3
"336","Site-336","Over","Next",-78.0130035821952,43.1097660507926,"3",975153.20736246,1.02547988608348e-06,"None","333656","42137311",60000700013100,"04130003000043",NA,NA,0.0156800933627,460,46006,"H0413",12,3,3,8.1926658,NA,0,1,2e+06,"Not_Border","NY","Include","Genesee","F36037","Region_02","H04","Great Lakes Region","H04130003","Lower Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",205.60850008,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",15.6800933627,c(254845.037265765, 4777411.5172127),46006,3
"337","Site-337","Over","Next",-78.908474294828,43.2594448145973,"4",777716.704371103,1.28581525172286e-06,"None","207272","124592113",60000700002000,"04130001000056","00968024","Twelvemile Creek",0.905613118947,460,46006,"H0413",8,4,4,20.18173427,NA,0,1,1e+06,"Not_Border","NY","Include","Niagara","F36063","Region_02","H04","Great Lakes Region","H04130001","Oak Orchard-Twelvemile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",59.22849998,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83a","Erie/Ontario Lake Plain","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",905.613118947,c(182755.115257893, 4797047.68047593),46006,4
"338","Site-338","Over","Next",-73.2801503339349,43.2087881390292,"4",777716.704371103,1.28581525172286e-06,"None","160549","50506027",10000700066800,"02020003000165","00971095","White Creek",3.24177455271,460,46006,"H0202",4,4,4,61.99259715,NA,0,1,2e+06,"Not_Border","NY","Include","Washington","F36115","Region_02","H02","Mid-Atlantic Region","H02020003","Hudson-Hoosic","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",66.89380002,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58x","Taconic Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",3241.77455271,c(639707.878896052, 4785436.61074423),46006,4
"339","Site-339","Over","Next",-76.5019962217868,43.0887418335885,"4",777716.704371103,1.28581525172286e-06,"None","253428","87934102",60000600067800,"04140201003383","00970593","Seneca River",2.99928367131,558,55800,"H0414",5,8,8,5656.74711012,"120006550",0,1,5e+06,"Not_Border","NY","Include","Cayuga","F36011","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",14287.6613995,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","RV",2999.28367131,c(377750.138281389, 4771764.26484716),55800,4
"340","Site-340","Over","Next",-74.2110393451155,41.5422045200688,"4",777716.704371103,1.28581525172286e-06,"None","88868","61783751",10000700061800,"02020007000099","00970746","Wallkill River",3.2441984242,558,55800,"H0202",3,6,6,760.38049526,"61790843",0,1,0,"Not_Border","NY","Include","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1105.93129885,"NHD100","Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","RV",3244.1984242,c(565806.326847376, 4599250.22666933),55800,4
"341","Site-341","Over","Next",-73.4794509092563,44.9966026674836,"4",777716.704371103,1.28581525172286e-06,"None","241935","92055503",60000200069700,"04300108000984","00970179","Great Chazy River",0.46508416907,558,55800,"H0430",5,6,6,362.131826,"150630644",0,1,5e+06,"Not_Border","NY","Include","Clinton","F36019","Region_02","H02","Mid-Atlantic Region","H04300108","Lake Champlain","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",640.06809973,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83b","Champlain Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","RV",465.08416907,c(619849.633031369, 4983697.59194512),55800,4
"342","Site-342","Over","Next",-75.2043709402691,44.3121854910026,"4",777716.704371103,1.28581525172286e-06,"None","322743","133091741",60000300050600,"04290003005970","00977250","Stammer Creek",0.572426857118,460,46006,"H0429",6,4,4,18.271494,NA,0,1,5e+05,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290003","Oswegatchie","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",28.99540003,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",572.426857118,c(483700.899985865, 4906567.85344961),46006,4
"343","Site-343","Over","Next",-78.9027378304969,42.4828957414005,"4",777716.704371103,1.28581525172286e-06,"None","110368","87206708",60001100019600,"04120102005052","00946814","Clear Creek",1.09934347649,460,46006,"H0412",7,5,5,33.8206696,NA,0,1,1e+06,"Not_Border","NY","Include","Erie","F36029","Region_02","H04","Great Lakes Region","H04120102","Cattaraugus","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",54.69489995,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60f","Cattaraugus Hills","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","RV",1099.34347649,c(179217.644590612, 4710778.36750022),46006,4
