"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","geometry","fcode","stream_order"
"102","Site-103","Over","Next",-76.5346694352135,42.9807146742123,"1",1067943.30406186,9.3637929672536e-07,"None","214390","87937010",60000600070300,"04140201001194",NA,NA,9.90140986503,460,46006,"H0414",8,1,1,5.26817083,NA,0,1,5e+05,"Not_Border","NY","Include","Cayuga","F36011","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",10.44380003,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",9901.40986503,c(374871.429080925, 4759815.81053323),46006,"1"
"103","Site-104","Over","Next",-79.2904841321143,42.2919251332769,"1",1067943.30406186,9.3637929672536e-07,"None","103394","129441893",24000400010500,"05010002000529",NA,NA,3.35787959135,460,46006,"H0501",5,1,1,2.33126274,NA,0,1,1e+05,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",2.76110001,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3357.87959135,c(146269.390282231, 4691110.09904171),46006,"1"
"104","Site-105","Over","Next",-76.9572457913841,42.002631810768,"2",1112126.1828005,8.99178542386125e-07,"None","31647","48523330",10000600051100,"02050105000423",NA,NA,0.631819947559,460,46003,"H0205",5,2,2,1.005529,NA,0,1,1e+05,"Not_Border","NY","Include","Chemung","F36015","Region_02","H02","Mid-Atlantic Region","H02050105","Chemung","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.6976,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",631.819947559,c(337908.886660949, 4651921.42785267),46003,"2"
"105","Site-106","Over","Next",-73.87891522627,41.7154576371607,"2",1112126.1828005,8.99178542386125e-07,"None","41173","37084511",10000700035200,"02020008000985","00945967","Casper Creek",0.83938360898,334,33400,"H0202",2,2,2,1.56794,NA,0,1,0,"Not_Border","NY","Include","Dutchess","F36027","Region_02","H02","Mid-Atlantic Region","H02020008","Hudson-Wappinger","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.83790005,"NHD100","Urban","Urban","Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",839.38360898,c(593258.742087626, 4618791.76509868),33400,"2"
"106","Site-107","Over","Next",-75.9964483580025,43.5771205328186,"2",1112126.1828005,8.99178542386125e-07,"None","224338","129636229",60000600087200,"04140102003953",NA,NA,0.942818378637,460,46006,"H0414",8,2,2,2.12160126,NA,0,1,24000,"Not_Border","NY","Include","Oswego","F36075","Region_02","H04","Great Lakes Region","H04140102","Salmon-Sandy","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.9079,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58af","Tug Hill Transition","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",942.818378637,c(419545.200254586, 4825388.57990689),46006,"2"
"107","Site-108","Over","Next",-73.5708480731546,43.6676658140132,"2",1112126.1828005,8.99178542386125e-07,"None","327251","92076309",60000200038900,"04300108007794",NA,NA,1.09653420255,460,46003,"H0430",8,2,2,1.39174673,NA,0,1,1e+05,"Not_Border","NY","Include","Warren","F36113","Region_02","H02","Mid-Atlantic Region","H04300108","Lake Champlain","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.35449998,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1096.53420255,c(615219.191284105, 4835954.59581543),46003,"2"
"108","Site-109","Over","Next",-74.8200300713379,41.6689609295306,"2",1112126.1828005,8.99178542386125e-07,"None","90704","26177660",10000200035100,"02040104000214","00971110","White Lake Brook",0.183214883647,460,46006,"H0204",3,2,2,13.99864099,NA,0,1,250000,"Not_Border","NY","Include","Sullivan","F36105","Region_02","H02","Mid-Atlantic Region","H02040104","Middle Delaware-Mongaup-Brodhead","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",18.43400006,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"62b","Low Poconos","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",183.214883647,c(514981.684657015, 4613038.04206127),46006,"2"
"109","Site-110","Over","Next",-73.8390080264416,42.6545553817948,"2",1112126.1828005,8.99178542386125e-07,"None","159487","52817725",10000700054900,"02020006002496","00954826","Krum Kill",2.38965712803,460,46006,"H0202",3,2,2,4.93577123,NA,0,1,5e+05,"Not_Border","NY","Include","Albany","F36001","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",11.49760006,"NHD100","Urban","Urban","Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2389.65712803,c(595159.481183073, 4723108.22872472),46006,"2"
"110","Site-111","Over","Next",-75.0019926928287,43.9368025667569,"2",1112126.1828005,8.99178542386125e-07,"None","329939","131807501",60000600093200,"04140301019822",NA,NA,1.0360002126,460,46006,"H0414",8,2,2,2.29676675,NA,0,1,1e+05,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.97050001,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1036.0002126,c(499840.068141763, 4864853.68197367),46006,"2"
"111","Site-112","Over","Next",-73.9554044881815,44.6121800676448,"2",1112126.1828005,8.99178542386125e-07,"None","335080","129689387",60000200116800,"04300106000309","00969061","Wemette Brook",0.869040322827,460,46006,"H0430",8,2,2,2.22373558,NA,0,1,50000,"Not_Border","NY","Include","Franklin","F36033","Region_02","H02","Mid-Atlantic Region","H04300106","Saranac River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.6934,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",869.040322827,c(582883.671039558, 4940400.64787269),46006,"2"
"112","Site-113","Over","Next",-78.205964726649,42.3882268095942,"2",1112126.1828005,8.99178542386125e-07,"None","114611","84191303",60000700006900,"04130002002871",NA,NA,0.467977035306,460,46003,"H0413",12,2,2,1.44500836,NA,0,1,1e+05,"Not_Border","NY","Include","Allegany","F36003","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.31959999,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",467.977035306,c(236096.859555347, 4697862.25972567),46003,"2"
"113","Site-114","Over","Next",-76.2400063823502,42.750895900474,"2",1112126.1828005,8.99178542386125e-07,"None","183809","87944614",60000600059000,"04140201001147","00951854","Grout Brook",1.8375203043,460,46006,"H0414",6,2,2,3.50250041,NA,0,1,1e+06,"Not_Border","NY","Include","Cortland","F36023","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",4.69289998,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1837.5203043,c(398521.15164058, 4733898.28669307),46006,"2"
"114","Site-115","Over","Next",-77.856276805822,43.0880352405717,"2",1112126.1828005,8.99178542386125e-07,"None","248087","42138039",60000700000200,"04130003000308","00953272","Hotel Creek",1.85623697482,460,46006,"H0413",12,2,2,5.94241506,NA,0,1,5e+05,"Not_Border","NY","Include","Monroe","F36055","Region_02","H04","Great Lakes Region","H04130003","Lower Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",15.81509998,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1856.23697482,c(267515.666766598, 4774551.31905079),46006,"2"
"115","Site-116","Over","Next",-74.6343643649512,44.7220590661378,"2",1112126.1828005,8.99178542386125e-07,"None","199747","135262416",60000300055600,"04290006001487",NA,NA,2.10752852024,460,46003,"H0429",9,2,2,1.551616,NA,0,1,1e+05,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290006","St. Regis","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.10280001,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83e","Upper St. Lawrence Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2107.52852024,c(528956.665941469, 4952140.45523553),46003,"2"
"116","Site-117","Over","Next",-78.2170974542415,42.8996646308848,"2",1112126.1828005,8.99178542386125e-07,"None","167526","118014653",60000800215200,"04270101000028",NA,NA,0.86080877751,460,46006,"H0427",8,2,2,2.99414139,NA,0,1,5e+05,"Not_Border","NY","Include","Genesee","F36037","Region_02","H04","Great Lakes Region","H04270101","Niagara River","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.68619998,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",860.80877751,c(237343.111468364, 4754695.14795834),46006,"2"
"117","Site-118","Over","Next",-73.7816757374553,41.0865019631409,"2",1112126.1828005,8.99178542386125e-07,"None","26069","132166519",10000100089800,"02030102000107",NA,NA,0.32417966259,460,46006,"H0203",5,2,2,2.63214047,NA,0,1,0,"Not_Border","NY","Include","Westchester","F36119","Region_02","H02","Mid-Atlantic Region","H02030102","Bronx","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.50149995,"NHD100","Urban","Urban","Urban",118,"59c","Southern New England Coastal Plains and Hills","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",324.17966259,c(602329.926771087, 4549074.73548019),46006,"2"
"118","Site-119","Over","Next",-75.5693085227682,43.2664832265754,"2",1112126.1828005,8.99178542386125e-07,"None","245576","124493828",60000600086300,"04140202000965","00964498","Sash Factory Creek",2.98619449226,460,46006,"H0414",9,2,2,12.01209681,NA,0,1,5e+05,"Not_Border","NY","Include","Oneida","F36065","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",15.90989993,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2986.19449226,c(453797.592550505, 4790565.32495224),46006,"2"
"119","Site-120","Over","Next",-73.4548334087042,43.2809404299803,"2",1112126.1828005,8.99178542386125e-07,"None","141842","50503731",10000700056900,"02020003010568",NA,NA,0.719823728726,460,46006,"H0202",3,2,2,6.73050153,NA,0,1,250000,"Not_Border","NY","Include","Washington","F36115","Region_02","H02","Mid-Atlantic Region","H02020003","Hudson-Hoosic","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",12.68189999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",719.823728726,c(625369.597353733, 4793172.63329412),46006,"2"
"120","Site-121","Over","Next",-76.9552313861831,42.2611947240446,"2",1112126.1828005,8.99178542386125e-07,"None","112116","48519488",10000600095200,"02050105000644","00949052","East Creek",2.07070751999,460,46006,"H0205",4,2,2,4.36529171,NA,0,1,250000,"Not_Border","NY","Include","Chemung","F36015","Region_02","H02","Mid-Atlantic Region","H02050105","Chemung","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",10.84069999,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2070.70751999,c(338733.227015813, 4680627.92131365),46006,"2"
"121","Site-122","Over","Next",-73.6108540540449,41.7585075655951,"2",1112126.1828005,8.99178542386125e-07,"None","44197","122943727",10000800052700,"01100005001105","00966495","Stone Church Brook",0.621092832331,460,46006,"H0110",5,2,2,3.39720433,NA,0,1,5e+05,"Not_Border","NY","Include","Dutchess","F36027","Region_02","H01","New England Region","H01100005","Housatonic","H01","New England Region","NMRB","Not Mississippi River Basin",4.72430002,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58x","Taconic Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",621.092832331,c(615481.020679428, 4623896.60130426),46006,"2"
"122","Site-123","Over","Next",-75.7694611774943,43.8296322980294,"2",1112126.1828005,8.99178542386125e-07,"None","200460","129632169",60000600059700,"04140102000218","00951922","Gulf Stream",0.60716719939,460,46006,"H0414",7,2,2,5.65349201,NA,0,1,1e+05,"Not_Border","NY","Include","Lewis","F36049","Region_02","H04","Great Lakes Region","H04140102","Salmon-Sandy","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",4.17819998,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58af","Tug Hill Transition","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",607.16719939,c(438132.802953587, 4853238.45736253),46006,"2"
"123","Site-124","Over","Next",-74.424349798361,44.0216955971211,"2",1112126.1828005,8.99178542386125e-07,"None","333378","132421822",60000300020500,"04290005001987",NA,NA,0.200921620633,460,46006,"H0429",7,2,2,11.832702,NA,0,1,5e+05,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H04","Great Lakes Region","H04290005","Raquette","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",16.19240002,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",200.921620633,c(546135.449788323, 4874443.58831047),46006,"2"
"124","Site-125","Over","Next",-75.4081083660533,42.0014467954996,"2",1112126.1828005,8.99178542386125e-07,"None","119683","B77F2638-0990-4FAB-BF4C-EEE0939F404A",10000200177300,"02040101000336",NA,NA,0.505748050606,460,46006,"H0204",4,2,2,3.75490956,NA,0,1,250000,"Not_Border","NY","Include","Broome","F36007","Region_02","H02","Mid-Atlantic Region","H02040101","Upper Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",5.33980001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",505.748050606,c(466202.171074125, 4650017.40589587),46006,"2"
"125","Site-126","Over","Next",-74.1063539146602,42.8659804789168,"2",1112126.1828005,8.99178542386125e-07,"None","254564","53537271",10000700062500,"02020004001005",NA,NA,3.26922574505,460,46006,"H0202",4,2,2,9.66410002,NA,0,1,0,"Not_Border","NY","Include","Schenectady","F36093","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",15.28970001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3269.22574505,c(572997.953721577, 4746319.61853682),46006,"2"
"126","Site-127","Over","Next",-75.6942738617801,43.977806247459,"2",1112126.1828005,8.99178542386125e-07,"None","207882","131805836",60000600065800,"04140301018146","00953383","Huddle Creek",4.34277289741,460,46006,"H0414",8,2,2,6.91446192,NA,0,1,5e+05,"Not_Border","NY","Include","Jefferson","F36045","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",7.9972,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83e","Upper St. Lawrence Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",4342.77289741,c(444316.414702209, 4869642.10252769),46006,"2"
"127","Site-128","Over","Next",-74.387326760204,44.966927245134,"2",1112126.1828005,8.99178542386125e-07,"None","230760","132873977",60000200028300,"04300201000169","00944740","Briggs Creek",3.30257598031,460,46006,"H0430",7,2,2,8.27355363,NA,0,1,1e+06,"Not_Border","NY","Include","Franklin","F36033","Region_02","H04","Great Lakes Region","H04300201","Chateaugay-English","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",16.94240005,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83d","St. Lawrence Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3302.57598031,c(548315.797079496, 4979459.00802058),46006,"2"
"128","Site-129","Over","Next",-74.7881033735732,43.0550188211013,"3",978200.561135468,1.02228524469382e-06,"None","129634","53529823",10000700010300,"02020004000636","00947863","Crum Creek",2.34928039503,460,46006,"H0202",3,3,3,14.54772682,NA,0,1,0,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",21.37149996,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2349.28039503,c(517255.92923079, 4766946.35623207),46006,"3"
"129","Site-130","Over","Next",-74.2145120554008,44.0704321291004,"3",978200.561135468,1.02228524469382e-06,"None","318815","132421454",60000300051600,"04290005000487","00945441","Calahan Brook",1.3276215359,460,46006,"H0429",8,3,3,14.186067,NA,0,1,250000,"Not_Border","NY","Include","Essex","F36031","Region_02","H04","Great Lakes Region","H04290005","Raquette","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",16.68659998,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1327.6215359,c(562901.318479383, 4879995.53579657),46006,"3"
"130","Site-131","Over","Next",-75.3531388923322,42.559985922395,"3",978200.561135468,1.02228524469382e-06,"None","142427","43478313",10000600102400,"02050101001083",NA,NA,2.60217681894,460,46006,"H0205",3,3,3,6.01656239,NA,0,1,250000,"Not_Border","NY","Include","Chenango","F36017","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",10.08210002,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2602.17681894,c(471011.678178658, 4712014.28812438),46006,"3"
"131","Site-132","Over","Next",-76.8402744091201,42.2273422893135,"3",978200.561135468,1.02228524469382e-06,"None","113600","87958112",60000600068300,"04140201000243","00946038","Catharine Creek",1.80077888114,460,46006,"H0414",6,3,3,12.04996755,NA,0,1,1e+06,"Not_Border","NY","Include","Chemung","F36015","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",28.35589997,"NHD100","Urban","Urban","Urban",116,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1800.77888114,c(348133.967302519, 4676657.68656163),46006,"3"
"132","Site-133","Over","Next",-74.9898786301678,44.335551918119,"3",978200.561135468,1.02228524469382e-06,"None","175570","132852894",60000300026300,"04290004001971",NA,NA,1.09417897055,460,46006,"H0429",7,3,3,6.640453,NA,0,1,250000,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290004","Grass","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",10.3307,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1094.17897055,c(500806.884483233, 4909143.00186838),46006,"3"
"133","Site-134","Over","Next",-73.6087020914495,41.3037794656771,"3",978200.561135468,1.02228524469382e-06,"None","56086","140877884",10000100004500,"02030101002702",NA,NA,1.66364405841,460,46006,"H0203",5,3,3,1.418976,NA,0,1,0,"Not_Border","NY","Include","Westchester","F36119","Region_02","H02","Mid-Atlantic Region","H02030101","Lower Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.05579997,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"59c","Southern New England Coastal Plains and Hills","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1663.64405841,c(616472.902203974, 4573413.85948958),46006,"3"
"134","Site-135","Over","Next",-74.7752538784773,42.3398651130373,"3",978200.561135468,1.02228524469382e-06,"None","94684","77E9AABA-E245-45FF-8ED3-75C6B09DB19B",10000200104000,"02040101001712","00954597","Kiff Brook",0.959447165017,460,46006,"H0204",3,3,3,5.05154238,NA,0,1,250000,"Not_Border","NY","Include","Delaware","F36025","Region_02","H02","Mid-Atlantic Region","H02040101","Upper Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",7.86609997,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",959.447165017,c(518513.57225678, 4687536.63647548),46006,"3"
"135","Site-136","Over","Next",-77.7435517864363,42.6122684048379,"3",978200.561135468,1.02228524469382e-06,"None","184382","84185175",60000700014100,"04130002001043","00944587","Bradner Creek",2.45371294029,460,46006,"H0413",13,3,3,11.70482744,NA,0,1,5e+05,"Not_Border","NY","Include","Livingston","F36051","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",27.52170002,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2453.71294029,c(274969.373792057, 4721408.43087732),46006,"3"
