siteID,siteuse,replsite,longitude,latitude,stratum,wgt,ip,caty,FRAME23_ID,PERM_ID,NHDPLUSID,REACHCODE,GNIS_ID,GNIS_NAME,LENGTH_KM,FTYPE,FCODE,HUC4,STREAM_LEV,STRAH_ORD,STRAH_CAL,MEAN_FLOW,WBPERM_ID,MAINPATH,INNETWORK,VISFILT,BORD_RIV,PSTL_CODE,FRAME23,CNTYNAME,STATECTY,EPA_REG,HUC2,HUC2_NM,HUC8,HUC8_NM,MAJ_BASIN,MAJ_BAS_NM,MIS_BASIN,MIS_BAS_NM,WSAREA_KM,NHD100K,URBN_NRS08,URBN_NRS18,URBN_NRS23,FEOW_ID,US_L4CODE,US_L4NAME,US_L3CODE,US_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,AG_ECO9,AG_ECO9_NM,AG_ECO3,AG_ECO3_NM,OWN_NARS,FS_EW,STRAH_CAT,Shape_Leng,geometry,geometry2,fcode,stream_order
Site-107,Base,None,-75.31104062,44.30467593,None,1058021.222,9.45E-07,None,208811,133092067,6.00003E+13,4.29E+12,976849,Pork Creek,1.034060512,460,46006,H0429,6,4,4,9.689889,NA,0,1,5.00E+05,Not_Border,NY,Include,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290003,Oswegatchie,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,16.25350005,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,1034.060512,c(475190.558009636, 4905760.46802568),46006,4
Site-108,Base,None,-75.63680521,42.29611368,None,1058021.222,9.45E-07,None,84731,43484049,1.00006E+13,2.0501E+12,971776,Wylie Brook,0.620682637,460,46006,H0205,2,2,2,1.075046,NA,0,1,1.00E+05,Not_Border,NY,Include,Chenango,F36017,Region_02,H02,Mid-Atlantic Region,H02050101,Upper Susquehanna,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.9762,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,620.6826371,c(447506.415878072, 4682850.55725189),46006,2
Site-109,Base,None,-77.48052827,42.52551121,None,1058021.222,9.45E-07,None,19038,48517010,1.00006E+13,2.05011E+12,947008,Cohocton River,0.313352136,558,55800,H0205,2,5,5,47.63670166,120006996,0,1,2.00E+06,Not_Border,NY,Include,Steuben,F36101,Region_02,H02,Mid-Atlantic Region,H02050105,Chemung,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,105.1742999,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,313.3521361,c(296261.859850851, 4711107.76606612),55800,4
Site-110,Base,None,-77.86820314,43.28978656,None,1058021.222,9.45E-07,None,166107,124592306,6.00007E+13,4.13E+12,957610,Moorman Creek,2.062704087,460,46006,H0413,10,4,4,15.07976109,NA,0,1,1.00E+06,Not_Border,NY,Include,Monroe,F36055,Region_02,H04,Great Lakes Region,H04130001,Oak Orchard-Twelvemile,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,40.47799986,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83a,Erie/Ontario Lake Plain,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,2062.704087,c(267313.199977291, 4796991.16868105),46006,4
Site-111,Base,None,-78.0460832,42.37354229,None,1058021.222,9.45E-07,None,110001,167786039,6.00007E+13,4.13E+12,971230,Wigwam Creek,1.643812279,460,46006,H0413,11,2,2,6.56944472,NA,0,1,5.00E+05,Not_Border,NY,Include,Allegany,F36003,Region_02,H04,Great Lakes Region,H04130002,Upper Genesee,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,11.83890003,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1643.812279,c(249200.393952585, 4695746.93233245),46006,2
Site-112,Base,None,-74.38525369,44.42858895,None,1058021.222,9.45E-07,None,249645,135263041,6.00003E+13,4.29001E+12,NA,NA,1.044310437,460,46003,H0429,7,1,1,1.225431,NA,0,1,1.00E+05,Not_Border,NY,Include,Franklin,F36033,Region_02,H04,Great Lakes Region,H04290006,St. Regis,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.87349998,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ad,Central Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1044.310437,c(548930.582789466, 4919660.82109301),46003,1
Site-113,Base,None,-75.6407476,43.78426035,None,1058021.222,9.45E-07,None,203916,131805721,6.00006E+13,4.1403E+12,958011,Mud Creek,2.437530917,460,46006,H0414,8,2,2,15.11023991,NA,0,1,5.00E+05,Not_Border,NY,Include,Lewis,F36049,Region_02,H04,Great Lakes Region,H04140301,Black,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,10.58450004,NHD100,Non-Urban,Non-Urban,Non-Urban,116,58af,Tug Hill Transition,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2437.530917,c(448442.804290879, 4848111.04956402),46006,2
Site-114,Base,None,-73.74993293,41.51282799,None,1058021.222,9.45E-07,None,93229,{c820a2a3-e228-400a-890e-1a594fc8632b},1.00001E+13,2.0301E+12,NA,NA,0.692672316,558,55800,H0203,5,2,2,0.929741,{9aa47c4f-df29-4881-8cfc-bc7001f8e679},0,1,0,Not_Border,NY,Exclude_Lake,Dutchess,F36027,Region_02,H02,Mid-Atlantic Region,H02030101,Lower Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.35969997,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,692.6723159,c(604314.491155861, 4596442.66339295),55800,2
Site-115,Base,None,-74.69595828,44.24533431,None,1058021.222,9.45E-07,None,201197,132852652,6.00003E+13,4.29E+12,NA,NA,3.583851127,460,46006,H0429,6,3,3,11.859999,NA,0,1,2.00E+06,Not_Border,NY,Include,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290004,Grass,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,18.09830002,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,3583.851127,c(524275.60811439, 4899167.11067669),46006,3
Site-116,Base,None,-74.4898493,41.76747304,None,1058021.222,9.45E-07,None,64748,61778457,1.00007E+13,2.02001E+12,944478,Botsford Brook,1.362477843,460,46006,H0202,5,3,3,18.25678014,NA,0,1,0,Not_Border,NY,Include,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020007,Rondout,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,22.74449995,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60b,Delaware-Neversink Highlands,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,1362.477843,c(542402.995422132, 4624085.29352965),46006,3
Site-117,Base,None,-76.43349284,42.1439066,None,1058021.222,9.45E-07,None,47430,46462463,1.00006E+13,2.0501E+12,NA,NA,1.879246121,460,46003,H0205,5,1,1,0.622107,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Tioga,F36107,Region_02,H02,Mid-Atlantic Region,H02050103,Owego-Wappasening,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.37019997,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1879.246121,c(381548.140246702, 4666748.58953957),46003,1
Site-118,Base,None,-76.40421137,43.26940642,None,1058021.222,9.45E-07,None,342754,167139389,6.00006E+13,4.1402E+12,959703,Ox Creek,0.1911544,558,55800,H0414,6,3,3,44.12000255,123931223,0,1,5.00E+06,Not_Border,NY,Exclude_Connector,Oswego,F36075,Region_02,H04,Great Lakes Region,H04140203,Oswego,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,78.74130008,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,191.1544002,c(386045.657072715, 4791689.86283189),55800,3
Site-119,Base,None,-73.88531896,42.92675738,None,1058021.222,9.45E-07,None,143902,50515765,1.00007E+13,2.02E+12,NA,NA,0.403768876,460,46006,H0202,5,1,1,0.088,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Saratoga,F36091,Region_02,H02,Mid-Atlantic Region,H02020003,Hudson-Hoosic,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.19319999,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,403.7688761,c(590964.081412337, 4753284.05553712),46006,1
Site-120,Base,None,-73.6799311,42.41345712,None,1058021.222,9.45E-07,None,23245,52825605,1.00007E+13,2.02001E+12,968343,Valatie Kill,0.220095688,558,55800,H0202,3,3,3,51.25387062,120006985,0,1,2.00E+06,Not_Border,NY,Exclude_Connector,Columbia,F36021,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,95.87149996,NHD100,Urban,Urban,Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,220.0956878,c(608615.292627164, 4696527.5539649),55800,3
Site-121,Base,None,-74.27592673,44.74034263,None,1058021.222,9.45E-07,None,172878,132872443,6.00003E+13,4.29001E+12,NA,NA,1.392845435,460,46003,H0429,7,1,1,0.936513,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Franklin,F36033,Region_02,H04,Great Lakes Region,H04290007,Salmon,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.41440003,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1392.845435,c(557325.231659791, 4954361.3898837),46003,1
Site-122,Base,None,-73.48609728,40.65415762,None,1058021.222,9.45E-07,None,24530,139721823,1.00001E+13,2.0302E+12,964723,Seafood Creek,1.518450716,558,55800,H0203,3,1,1,3.8185868,139727182,0,1,0,Not_Border,NY,Exclude_Estuary,Nassau,F36059,Region_02,H02,Mid-Atlantic Region,H02030202,Southern Long Island,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,5.65919997,NHD100,Urban,Non-Urban,Non-Urban,118,84c,Barrier Islands/Coastal Marshes,84,Atlantic Coastal Pine Barrens,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,8,EASTERN TEMPERATE FORESTS,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Non Federal,Not_USFS,SS,1518.450716,c(627986.997334485, 4501468.16072241),55800,1
Site-123,Base,None,-76.38078164,42.18234558,None,1058021.222,9.45E-07,None,76733,46461277,1.00006E+13,2.0501E+12,960621,Pipe Creek,0.327066809,460,46006,H0205,2,3,3,5.10182883,NA,0,1,5.00E+05,Not_Border,NY,Include,Tioga,F36107,Region_02,H02,Mid-Atlantic Region,H02050103,Owego-Wappasening,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,9.42179995,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,327.0668092,c(385972.89607727, 4670944.87960124),46006,3
Site-124,Base,None,-73.71386457,44.03107575,None,1058021.222,9.45E-07,None,311834,89345471,1.00007E+13,2.02E+12,970799,West Mill Brook,2.100833033,460,46006,H0202,3,4,4,21.5416975,NA,0,1,0,Not_Border,NY,Include,Essex,F36031,Region_02,H02,Mid-Atlantic Region,H02020001,Upper Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,21.56739991,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58ac,Eastern Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,2100.833033,c(603061.236681033, 4876128.41327206),46006,4
Site-125,Base,None,-74.48758973,43.33266967,None,1058021.222,9.45E-07,None,303692,47699225,1.00007E+13,2.02E+12,NA,NA,2.330886624,460,46003,H0202,5,1,1,1.357148,NA,0,1,0,Not_Border,NY,Include,Hamilton,F36041,Region_02,H02,Mid-Atlantic Region,H02020002,Sacandaga,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.34979999,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2330.886624,c(541539.720581768, 4797885.74458386),46003,1
Site-126,Base,None,-75.10047627,41.90436284,None,1058021.222,9.45E-07,None,78383,02236C6F-D29D-4767-B4BF-4A8FEE493A6C,1.00002E+13,2.0401E+12,952922,Hoffman Brook,0.770551609,460,46006,H0204,4,2,2,1.50575,NA,0,1,1.00E+05,Not_Border,NY,Include,Delaware,F36025,Region_02,H02,Mid-Atlantic Region,H02040101,Upper Delaware,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,2.00279999,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60c,Catskills Transition,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,770.5516091,c(491666.345678741, 4639162.70921414),46006,2
Site-127,Base,None,-74.20335302,43.25731117,None,1058021.222,9.45E-07,None,353220,47708153,1.00007E+13,2.02E+12,NA,NA,0.453687456,558,55800,H0202,4,4,0,0.079984,167311078,0,1,0,Not_Border,NY,Exclude_SideChannel,Hamilton,F36041,Region_02,H02,Mid-Atlantic Region,H02020002,Sacandaga,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,244.7723001,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58ac,Eastern Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,453.6874558,c(564661.89998151, 4789697.47314823),55800,4
Site-128,Base,None,-73.43234508,42.63551389,None,1058021.222,9.45E-07,None,120398,52818109,1.00007E+13,2.02001E+12,NA,NA,2.233788076,460,46006,H0202,4,1,1,1.414789,NA,0,1,1.00E+05,Not_Border,NY,Include,Rensselaer,F36083,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,2.04829999,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58ag,Rensselaer Plateau,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2233.788076,c(628530.988178829, 4721531.67052848),46006,1
Site-129,Base,None,-78.62751885,42.49732119,None,1058021.222,9.45E-07,None,108822,87211134,6.00011E+13,4.1201E+12,969977,Cattaraugus Creek,2.097243978,558,55800,H0412,6,6,6,347.9754729,120006569,0,1,5.00E+06,Not_Border,NY,Exclude_Connector,Erie,F36029,Region_02,H04,Great Lakes Region,H04120102,Cattaraugus,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,503.5034,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60f,Cattaraugus Hills,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,2097.243978,c(201910.42614612, 4711374.88312223),55800,4
Site-130,Base,None,-74.96807541,43.11282442,None,1058021.222,9.45E-07,None,140660,53527339,1.00007E+13,2.02E+12,NA,NA,1.056792811,460,46006,H0202,5,2,2,1.329527,NA,0,1,0,Not_Border,NY,Include,Herkimer,F36043,Region_02,H02,Mid-Atlantic Region,H02020004,Mohawk,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,2.1946,NHD100,Non-Urban,Non-Urban,Non-Urban,118,83f,Mohawk Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1056.792811,c(502597.355009063, 4773344.37500992),46006,2
Site-131,Base,None,-75.96569764,42.32073435,None,1058021.222,9.45E-07,None,86365,62632204,1.00006E+13,2.0501E+12,NA,NA,0.41264043,460,46006,H0205,5,1,1,0.211735,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Broome,F36007,Region_02,H02,Mid-Atlantic Region,H02050102,Chenango,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.51979997,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,412.6404295,c(420425.732654391, 4685839.51326848),46006,1
Site-132,Base,None,-75.85820037,43.98446984,None,1058021.222,9.45E-07,None,176504,167298041,6.00006E+13,4.1403E+12,NA,NA,1.111020495,558,55800,H0414,7,1,1,6.13321898,131843722,0,1,5.00E+06,Not_Border,NY,Exclude_Connector,Jefferson,F36045,Region_02,H04,Great Lakes Region,H04140301,Black,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,4790.8279,NHD100,Urban,Urban,Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1111.020495,c(431176.507947877, 4870505.9054092),55800,1
Site-133,Base,None,-73.7134955,44.29973261,None,1058021.222,9.45E-07,None,219765,115350787,6.00002E+13,4.3001E+12,966676,Styles Brook,1.164116586,460,46006,H0430,6,3,3,7.62714362,NA,0,1,250000,Not_Border,NY,Include,Essex,F36031,Region_02,H02,Mid-Atlantic Region,H04300104,Ausable River,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,6.77780002,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58z,Adirondack High Peaks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,1164.116586,c(602623.904581331, 4905969.09926819),46006,3
Site-134,Base,None,-74.84496799,42.11881176,None,1058021.222,9.45E-07,None,286133,25533110,1.00002E+13,2.0401E+12,NA,NA,0.238537148,460,46006,H0204,3,2,2,3.41331424,NA,0,1,0,Not_Border,NY,Include,Delaware,F36025,Region_02,H02,Mid-Atlantic Region,H02040102,East Branch Delaware,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,4.27250001,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60c,Catskills Transition,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,238.537148,c(512815.472425471, 4662979.52349298),46006,2
Site-135,Base,None,-73.8819983,43.61293791,None,1058021.222,9.45E-07,None,154629,89357971,1.00007E+13,2.02E+12,NA,NA,0.025732483,558,55800,H0202,2,3,3,10.10781393,{1FA20CAD-56CB-46D4-8D42-6A4D57364D64},0,1,0,Not_Border,NY,Exclude_Connector,Warren,F36113,Region_02,H02,Mid-Atlantic Region,H02020001,Upper Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,13.70329999,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58ac,Eastern Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,25.73248339,c(590215.737078882, 4829491.34239733),55800,3
Site-136,Base,None,-75.33270583,42.03356785,None,1058021.222,9.45E-07,None,23767,08E67BD2-AEA1-4FF3-8772-76F90D0869E4,1.00002E+13,2.0401E+12,NA,NA,1.202255311,460,46003,H0204,5,1,1,0.600137,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Delaware,F36025,Region_02,H02,Mid-Atlantic Region,H02040101,Upper Delaware,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.96899998,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,118,60c,Catskills Transition,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1202.255311,c(472460.564046736, 4653556.77344532),46003,1
Site-137,Base,None,-73.38686234,43.00442384,None,1058021.222,9.45E-07,None,151056,50514251,1.00007E+13,2.02E+12,959677,Owl Kill,2.287728349,460,46006,H0202,3,4,4,67.65177108,NA,0,1,2.00E+06,Not_Border,NY,Include,Washington,F36115,Region_02,H02,Mid-Atlantic Region,H02020003,Hudson-Hoosic,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,99.79819994,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58x,Taconic Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,2287.728349,c(631475.998182266, 4762568.59420403),46006,4
Site-138,Base,None,-78.71917259,43.06174391,None,1058021.222,9.45E-07,None,195320,118008639,6.00008E+13,4.2701E+12,NA,NA,1.916661041,460,46003,H0427,9,1,1,0.99578076,NA,0,1,250000,Not_Border,NY,Exclude_NoFlow,Erie,F36029,Region_02,H04,Great Lakes Region,H04270101,Niagara River,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.9882,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1916.661041,c(197145.431242192, 4774387.68750852),46003,1
Site-139,Base,None,-76.61316635,42.49522357,None,1058021.222,9.45E-07,None,109389,{8F251181-B743-4CB6-A428-67474074CBE6},6.00006E+13,4.1402E+12,NA,NA,2.511983451,460,46003,H0414,9,1,1,0.89638898,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Tompkins,F36109,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.63970001,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2511.983451,c(367440.710506797, 4706023.49618816),46003,1
Site-140,Base,None,-76.76793151,43.00159976,None,1058021.222,9.45E-07,None,242406,87966254,6.00006E+13,4.1402E+12,NA,NA,1.6012195,558,55800,H0414,7,3,3,10.20931988,87959882,0,1,5.00E+05,Not_Border,NY,Include,Seneca,F36099,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,23.07889992,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,FWS,Not_USFS,LS,1601.2195,c(355900.921013323, 4762508.94587151),55800,3
Site-141,Base,None,-78.9795933,42.1061749,None,1058021.222,9.45E-07,None,100435,129447167,2.40004E+13,5.01E+12,NA,NA,1.18860445,460,46003,H0501,5,2,2,2.02791232,NA,0,1,50000,Not_Border,NY,Include,Cattaraugus,F36009,Region_02,H05,Ohio Region,H05010002,Conewango,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,2.43280003,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,150,61c,Low Lime Drift Plain,61,Erie Drift Plain,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1188.60445,c(170940.955722697, 4669233.70042631),46003,2
Site-142,Base,None,-73.67871435,44.84866584,None,1058021.222,9.45E-07,None,202090,92061351,6.00002E+13,4.30011E+12,NA,NA,1.688766487,460,46003,H0430,8,1,1,0.33670692,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Clinton,F36019,Region_02,H02,Mid-Atlantic Region,H04300108,Lake Champlain,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.53670001,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1688.766487,c(604411.350265158, 4966988.43005091),46003,1
