"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","geometry","fcode","stream_order"
"97","Site-097","Base","None",-74.3141087517298,41.6179314014251,"Ridge and Valley",278251.53841791,3.59387051617334e-06,"1","89586","146688573",10000700022400,"02020007000928",NA,NA,1.10364865412,460,46006,"H0202",6,1,1,0.487466,NA,0,1,0,"Not_Border","NY","Exclude_NoFlow","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",0.85099999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1103.64865412,c(1778244.67823156, 2271940.36634519),46006,1
"98","Site-098","Base","None",-74.331250644211,41.6924118099342,"Ridge and Valley",278251.53841791,3.59387051617334e-06,"1","280689","61771637",10000700060800,"02020007000929","00968489","Verkeerder Kill",0.828309807589,460,46006,"H0202",5,1,1,2.78634332,NA,0,1,0,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.8072,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67m","Northern Glaciated Ridges","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",828.309807589,c(1774979.492548, 2279738.76740198),46006,1
"99","Site-099","Base","None",-74.0738694460146,41.5353891931859,"Ridge and Valley",91659.3303023704,1.09099640669548e-05,"2","32852","37088379",10000700053200,"02020008002960",NA,NA,1.36181580401,460,46006,"H0202",4,2,2,1.250815,NA,0,1,0,"Not_Border","NY","Include","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020008","Hudson-Wappinger","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.19930001,"NHD100","Urban","Urban","Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1361.81580401,c(1799707.95278064, 2267467.25945828),46006,2
"100","Site-100","Base","None",-74.5868649584806,41.3685179316733,"Ridge and Valley",120030.075395961,8.33124528749274e-06,"3","72367","61781859",10000700011000,"02020007000137","00963122","Rutgers Creek",2.09419842723,460,46006,"H0202",4,3,3,4.49055263,NA,0,1,0,"Not_Border","NY","Include","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",6.27289997,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2094.19842723,c(1762497.78342926, 2239658.49266304),46006,3
"101","Site-101","Base","None",-74.2699144142551,41.6288949800064,"Ridge and Valley",136397.812949956,7.33149585299361e-06,"4","24430","61771713",10000700051600,"02020007000065","00964981","Shawangunk Kill",2.51542848183,558,55800,"H0202",4,4,4,167.12387509,"61790843",0,1,0,"Not_Border","NY","Exclude_Connector","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",258.85740005,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2515.42848183,c(1781527.19599815, 2273963.13989696),55800,4
"102","Site-102","Base","None",-74.377987734039,41.4211294161769,"Ridge and Valley",136397.812949956,7.33149585299361e-06,"4","39984","61769979",10000700060300,"02020007000281","00957522","Monhagen Brook",3.57657290282,460,46006,"H0202",4,4,4,19.38701706,NA,0,1,0,"Not_Border","NY","Include","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",35.04670005,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",3576.57290282,c(1778065.73247425, 2249288.20249064),46006,4
"103","Site-103","Base","None",-74.5449866965347,41.3098719826805,"Ridge and Valley",91659.3303023704,1.09099640669548e-05,"2","115604","61782257",10000700030400,"02020007001041",NA,NA,1.81105317107,460,46003,"H0202",4,2,2,0.597142,NA,0,1,0,"Not_Border","NY","Exclude_NoFlow","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.05580004,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1811.05317107,c(1767355.59076168, 2234037.65559952),46003,2
"104","Site-104","Base","None",-74.599964914073,41.3378693919098,"Ridge and Valley",136397.812949956,7.33149585299361e-06,"4","118439","61782051",10000700059000,"02020007000134","00963122","Rutgers Creek",1.49538300496,460,46006,"H0202",4,4,4,20.62916441,NA,0,1,0,"Not_Border","NY","Include","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",27.89149989,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1495.38300496,c(1762203.8738317, 2236071.4618957),46006,4
"105","Site-105","Base","None",-74.1439761718589,41.8392464657561,"Ridge and Valley",278251.53841791,3.59387051617334e-06,"1","43558","61771271",10000700014100,"02020007001702",NA,NA,0.871061299244,558,55800,"H0202",3,1,1,0.642974,"61770543",0,1,0,"Not_Border","NY","Exclude_Lake","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.03209998,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67l","Northern Glaciated Limestone Ridges, Valleys, and Terraces","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",871.061299244,c(1786304.39509781, 2299248.47745841),55800,1
"106","Site-106","Base","None",-74.366021264749,41.4389147430242,"Ridge and Valley",136397.812949956,7.33149585299361e-06,"4","67203","61760567",10000700041300,"02020007001533","00970746","Wallkill River",0.685706874093,558,55800,"H0202",3,6,6,699.1432125,"61790843",0,1,0,"Not_Border","NY","Include","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",996.48599901,"NHD100","Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","RV",685.706874093,c(1778583.45300017, 2251451.52088309),55800,4
"107","Site-107","Base","None",-74.4916662833592,41.4193628013142,"Ridge and Valley",91659.3303023704,1.09099640669548e-05,"2","110656","61769953",10000700059600,"02020007000673",NA,NA,2.10838435855,460,46006,"H0202",6,2,2,1.595501,NA,0,1,0,"Not_Border","NY","Include","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.99490001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2108.38435855,c(1768922.45237842, 2246974.08055854),46006,2
"108","Site-108","Base","None",-74.4489873502465,41.44913717144,"Ridge and Valley",91659.3303023704,1.09099640669548e-05,"2","17001","61770043",10000700011900,"02020007000285","00957522","Monhagen Brook",0.737898647318,460,46006,"H0202",4,2,2,1.993795,NA,0,1,0,"Not_Border","NY","Include","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.80860003,"NHD100","Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",737.898647318,c(1771622.90791202, 2251016.59835006),46006,2
"109","Site-109","Base","None",-74.1114561106166,41.7625688645411,"Ridge and Valley",120030.075395961,8.33124528749274e-06,"3","55643","61779547",10000700043100,"02020007000264","00954736","Kleine Kill",3.55104000781,460,46006,"H0202",4,3,3,10.60849013,NA,0,1,0,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",14.45050006,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",3551.04000781,c(1790873.74746979, 2291507.46335789),46006,3
"110","Site-110","Base","None",-74.2348091382184,41.5592975943562,"Ridge and Valley",91659.3303023704,1.09099640669548e-05,"2","86880","61783597",10000700042300,"02020007003356","00958122","Muddy Kill",1.5739863492,460,46006,"H0202",4,2,2,2.47790724,NA,0,1,0,"Not_Border","NY","Include","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",4.02489997,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1573.9863492,c(1786123.1191783, 2267036.32843502),46006,2
"111","Site-111","Base","None",-74.6269890078105,41.3280225561498,"Ridge and Valley",120030.075395961,8.33124528749274e-06,"3","37148","61782099",10000700001200,"02020007000698",NA,NA,1.21124164383,460,46006,"H0202",5,3,3,2.73202968,NA,0,1,0,"Not_Border","NY","Include","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.5651,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1211.24164383,c(1760262.03833328, 2234496.15726776),46006,3
"112","Site-112","Base","None",-74.4731146010239,41.5722575312081,"Ridge and Valley",136397.812949956,7.33149585299361e-06,"4","80258","26181550",10000200096300,"02040104002807","00974184","Basher Kill",1.06877146189,460,46006,"H0204",3,4,4,32.87982569,NA,0,1,1e+06,"Not_Border","NY","Include","Sullivan","F36105","Region_02","H02","Mid-Atlantic Region","H02040104","Middle Delaware-Mongaup-Brodhead","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",43.84050007,"NHD100","Urban","Non-Urban","Non-Urban",118,"67l","Northern Glaciated Limestone Ridges, Valleys, and Terraces","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1068.77146189,c(1766578.77841662, 2263994.9039807),46006,4
"113","Site-113","Base","None",-74.9907785598688,41.5089645845416,"North Central Appalachians",165934.288828911,6.02648197101123e-06,"4","357717","35F67D26-2635-4E57-8ED3-2D87DBC2182B",10000200161000,"02040101000023","00217887","Delaware River",1.24742148036,558,55800,"H0204",1,7,7,3170.633446,"{115B854B-6E25-4953-8CC7-41E0845E42D0}",0,1,5e+06,"NY:PA","NY","Exclude_Border","Sullivan","F36105","Region_02","H02","Mid-Atlantic Region","H02040101","Upper Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",5143.01429852,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"62b","Low Poconos","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","NPS","Not_USFS","RV",1247.42148036,c(1726353.65126179, 2247574.51789543),55800,4
"114","Site-114","Base","None",-74.5638141141595,41.5704904454983,"North Central Appalachians",225321.297462416,4.43810687787649e-06,"2","36228","26182426",10000200066100,"02040104000106","00960492","Pine Kill",1.83459418271,460,46006,"H0204",4,2,2,8.21559933,NA,0,1,250000,"Not_Border","NY","Include","Sullivan","F36105","Region_02","H02","Mid-Atlantic Region","H02040104","Middle Delaware-Mongaup-Brodhead","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",10.06449999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"62b","Low Poconos","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1834.59418271,c(1759306.79943281, 2262119.62184358),46006,2
"115","Site-115","Base","None",-78.5249225481232,42.1765095474746,"North Central Appalachians",225321.297462416,4.43810687787649e-06,"2","106058","112356067",24000400057400,"05010001001238",NA,NA,0.635305321991,460,46003,"H0501",4,2,2,2.29746175,NA,0,1,1e+05,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",2.97409997,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",635.305321991,c(1425911.04701455, 2262126.82184282),46003,2
"116","Site-116","Base","None",-78.7232737392999,42.0247027509024,"North Central Appalachians",104800.603470891,9.54192978743444e-06,"3","294060","112363503",24000400049600,"05010001002086","00962296","Red House Brook",0.474389350995,460,46003,"H0501",3,3,3,3.26082292,NA,0,1,250000,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",3.91309999,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",474.389350995,c(1412975.78851387, 2242467.76503344),46003,3
"117","Site-117","Base","None",-74.7896774837825,41.5500031931626,"North Central Appalachians",225321.297462416,4.43810687787649e-06,"2","276004","26149256",10000200190900,"02040104003550",NA,NA,1.31859878595,460,46006,"H0204",3,2,2,1.746332,NA,0,1,1e+05,"Not_Border","NY","Include","Sullivan","F36105","Region_02","H02","Mid-Atlantic Region","H02040104","Middle Delaware-Mongaup-Brodhead","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.64559996,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"62b","Low Poconos","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1318.59878595,c(1741587.78893429, 2255723.98491256),46006,2
"118","Site-118","Base","None",-78.4420722134007,42.1158188180011,"North Central Appalachians",104800.603470891,9.54192978743444e-06,"3","104706","112357545",24000400057600,"05010001001293",NA,NA,0.392953482787,460,46006,"H0501",5,3,3,2.00098492,NA,0,1,1e+05,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",2.9395,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",392.953482787,c(1433841.42781992, 2256700.54714445),46006,3
"119","Site-119","Base","None",-78.636553133887,42.1944698816442,"North Central Appalachians",165934.288828911,6.02648197101123e-06,"4","102539","112355949",24000400049900,"05010001000368","00971763","Wrights Creek",0.986686987498,558,55800,"H0501",4,5,5,62.77473712,"120006574",0,1,1e+06,"Not_Border","NY","Exclude_Connector","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",90.05209997,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","RV",986.686987498,c(1416539.30167433, 2262432.37147569),55800,4
"120","Site-120","Base","None",-78.4227829995168,42.0413730372968,"North Central Appalachians",450642.594924831,2.21905343893824e-06,"1","99851","112360437",24000400035800,"05010001004833",NA,NA,0.456132533794,460,46003,"H0501",5,1,1,0.17685774,NA,0,1,24000,"Not_Border","NY","Exclude_NoFlow","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",0.2301,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",456.132533794,c(1436930.0267926, 2248806.85062515),46003,1
"121","Site-121","Base","None",-74.8743409612744,41.6055209564937,"North Central Appalachians",225321.297462416,4.43810687787649e-06,"2","20802","26149698",10000200151900,"02040104002779",NA,NA,0.885822280746,558,55800,"H0204",3,2,2,2.42834696,"149269390",0,1,1e+05,"Not_Border","NY","Exclude_Lake","Sullivan","F36105","Region_02","H02","Mid-Atlantic Region","H02040104","Middle Delaware-Mongaup-Brodhead","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.35019999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"62b","Low Poconos","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",885.822280746,c(1733381.32266502, 2260235.82576761),55800,2
"122","Site-122","Base","None",-78.4694278733622,42.1283275815898,"North Central Appalachians",225321.297462416,4.43810687787649e-06,"2","99716","112357279",24000400042800,"05010001004148",NA,NA,0.52981062653,460,46003,"H0501",5,2,2,0.5922285,NA,0,1,50000,"Not_Border","NY","Exclude_NoFlow","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",0.85119997,"Not_NHD100","Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",529.81062653,c(1431376.26677754, 2257663.44905767),46003,2
"123","Site-123","Base","None",-78.9561010379139,42.0048541835812,"North Central Appalachians",165934.288828911,6.02648197101123e-06,"4","294584","112365819",24000400055800,"05010001010610","01209386","Allegheny River",1.27103676259,558,55800,"H0501",2,7,7,3311.82103352,"112383507",0,1,5e+06,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",4836.78989962,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","USACE","Not_USFS","RV",1271.03676259,c(1394536.11133378, 2236844.44699827),55800,4
"124","Site-124","Base","None",-78.083930698444,42.0069498812005,"North Central Appalachians",450642.594924831,2.21905343893824e-06,"1","105792","112360021",24000400050900,"05010001004724",NA,NA,2.705907825,460,46003,"H0501",5,1,1,1.23117081,NA,0,1,1e+05,"Not_Border","NY","Include","Allegany","F36003","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",1.95999999,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2705.907825,c(1465026.89179828, 2250196.88242685),46003,1
"125","Site-125","Base","None",-74.7261189383564,41.5766250227967,"North Central Appalachians",225321.297462416,4.43810687787649e-06,"2","71839","26147884",10000200153000,"02040104001089",NA,NA,0.538907680467,460,46006,"H0204",4,2,2,2.86578634,NA,0,1,1e+05,"Not_Border","NY","Include","Sullivan","F36105","Region_02","H02","Mid-Atlantic Region","H02040104","Middle Delaware-Mongaup-Brodhead","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.58440003,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"62b","Low Poconos","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",538.907680467,c(1746057.86557686, 2259795.54821753),46006,2
"126","Site-126","Base","None",-78.7437746750218,42.2023673344731,"North Central Appalachians",104800.603470891,9.54192978743444e-06,"3","102991","112356301",24000400056800,"05010001001123",NA,NA,1.27315247388,460,46006,"H0501",4,3,3,3.86757334,NA,0,1,250000,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",4.68330001,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1273.15247388,c(1407729.14567361, 2261707.73195885),46006,3
"127","Site-127","Base","None",-78.4134970116837,42.0041016537422,"North Central Appalachians",104800.603470891,9.54192978743444e-06,"3","103484","112362383",24000400021000,"05010001001484","00957455","Mix Creek",0.65358860878,460,46006,"H0501",3,3,3,5.25943202,NA,0,1,250000,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",7.29249998,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",653.58860878,c(1438447.60245659, 2244849.32130457),46006,3
"128","Site-128","Base","None",-78.612857045265,42.1225692347525,"North Central Appalachians",450642.594924831,2.21905343893824e-06,"1","102885","112358077",24000400028000,"05010001004304",NA,NA,0.537991349732,460,46003,"H0501",4,1,1,0.32142813,NA,0,1,50000,"Not_Border","NY","Exclude_NoFlow","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",0.40179999,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",537.991349732,c(1419913.92346113, 2254878.5805426),46003,1
"129","Site-129","Base","None",-79.1355727266215,42.0046387021944,"Erie Drift Plain",150810.877733696,6.630821430307e-06,"2","105246","129444572",24000400033100,"05010002000335","00971434","Wiltsie Run",1.48262545853,460,46006,"H0501",4,2,2,4.28793317,NA,0,1,250000,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",5.76350004,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1482.62545853,c(1380011.25081631, 2234200.83653098),46006,2
